['2020-01-07', 'from', 2]
['2020-02-07', 'take', 88]
['2020-02-07', 'world', 254]
['2020-02-07', 'travel', 160]
['2020-02-07', 'that', 1158]
['2020-02-07', 'being', 196]
['2020-02-07', 'would', 140]
['2020-02-07', 'they', 288]
['2020-02-07', 'time', 116]
['2020-02-07', 'which', 351]
['2020-02-07', 'disease', 187]
['2020-02-07', 'number', 166]
['2020-02-07', 'according', 131]
['2020-02-07', 'while', 150]
['2020-02-07', 'says', 124]
['2020-02-07', 'what', 115]
['2020-02-07', 'deaths', 115]
['2020-02-07', 'central', 103]
['2020-02-07', 'died', 126]
['2020-02-07', 'state', 127]
['2020-02-07', 'epidemic', 143]
['2020-02-07', 'severe', 55]
['2020-02-07', 'countries', 149]
['2020-02-07', 'deadly', 130]
['2020-02-07', 'since', 100]
['2020-02-07', 'control', 112]
['2020-02-07', 'international', 80]
['2020-02-07', 'markets', 82]
['2020-02-07', 'spread', 215]
['2020-02-07', 'measures', 63]
['2020-02-07', 'week', 147]
['2020-02-07', 'united', 87]
['2020-02-07', 'states', 81]
['2020-02-07', 'country', 122]
['2020-02-07', 'home', 92]
['2020-02-08', 'they', 142]
['2020-02-08', 'that', 538]
['2020-02-08', 'time', 37]
['2020-02-08', 'will', 213]
['2020-02-08', 'have', 569]
['2020-02-08', 'their', 180]
['2020-02-08', 'with', 555]
['2020-02-08', 'from', 697]
['2020-02-08', 'coronavirus', 1068]
['2020-02-08', 'wuhan', 352]
['2020-02-08', 'china', 681]
['2020-02-08', 'home', 55]
['2020-02-08', 'deadly', 80]
['2020-02-08', 'this', 222]
['2020-02-08', 'week', 64]
['2020-02-08', 'since', 49]
['2020-02-08', 'while', 96]
['2020-02-08', 'disease', 111]
['2020-02-08', 'global', 62]
['2020-02-08', 'take', 33]
['2020-02-08', '\nthe', 319]
['2020-02-08', 'virus', 337]
['2020-02-08', 'more', 249]
['2020-02-08', 'than', 181]
['2020-02-08', 'were', 207]
['2020-02-08', 'united', 36]
['2020-02-08', 'states', 29]
['2020-02-08', 'first', 172]
['2020-02-08', 'died', 195]
['2020-02-08', 'hospital', 160]
['2020-02-08', 'according', 80]
['2020-02-08', 'been', 378]
['2020-02-08', 'about', 156]
['2020-02-08', 'after', 186]
['2020-02-08', 'says', 59]
['2020-02-08', 'said', 552]
['2020-02-08', 'february', 195]
['2020-02-08', 'some', 63]
['2020-02-08', 'when', 60]
['2020-02-08', 'told', 88]
['2020-02-08', 'chinese', 284]
['2020-02-08', 'there', 114]
['2020-02-08', 'travel', 64]
['2020-02-08', 'also', 143]
['2020-02-08', 'which', 131]
['2020-02-08', 'confirmed', 197]
['2020-02-08', 'cases', 322]
['2020-02-08', 'people', 378]
['2020-02-08', 'world', 119]
['2020-02-08', 'health', 338]
['2020-02-08', 'death', 222]
['2020-02-08', 'country', 75]
['2020-02-08', 'reported', 156]
['2020-02-08', 'deaths', 93]
['2020-02-08', 'public', 68]
['2020-02-08', 'symptoms', 54]
['2020-02-08', 'patients', 83]
['2020-02-08', 'spread', 125]
['2020-02-08', 'tested', 106]
['2020-02-08', 'what', 47]
['2020-02-08', 'positive', 93]
['2020-02-08', 'over', 119]
['2020-02-08', 'government', 104]
['2020-02-08', 'outbreak', 328]
['2020-02-08', 'number', 137]
['2020-02-08', 'last', 94]
['2020-02-08', 'officials', 91]
['2020-02-08', '2020', 176]
['2020-02-08', 'city', 104]
['2020-02-08', 'where', 73]
['2020-02-08', 'countries', 69]
['2020-02-08', 'authorities', 82]
['2020-02-08', 'novel', 137]
['2020-02-08', 'being', 125]
['2020-02-08', 'infected', 150]
['2020-02-08', 'your', 39]
['2020-02-08', 'days', 84]
['2020-02-08', 'epidemic', 90]
['2020-02-08', 'medical', 79]
['2020-02-08', 'other', 113]
['2020-02-08', 'many', 51]
['2020-02-08', 'reuters', 67]
['2020-02-08', 'around', 58]
['2020-02-08', 'international', 45]
['2020-02-08', 'three', 64]
['2020-02-08', 'ministry', 87]
['2020-02-08', 'under', 57]
['2020-02-08', 'news', 100]
['2020-02-08', 'measures', 33]
['2020-02-08', 'would', 85]
['2020-02-08', 'central', 41]
['2020-02-08', 'severe', 29]
['2020-02-08', 'state', 65]
['2020-02-08', 'control', 41]
['2020-02-08', 'case', 58]
['2020-02-08', 'year', 61]
['2020-02-08', 'including', 112]
['2020-02-08', 'into', 65]
['2020-02-08', 'person', 40]
['2020-02-08', 'could', 57]
['2020-02-08', 'minister', 73]
['2020-02-08', 'markets', 4]
['2020-02-09', 'with', 187]
['2020-02-09', 'medical', 36]
['2020-02-09', 'from', 282]
['2020-02-09', 'their', 48]
['2020-02-09', 'says', 23]
['2020-02-09', 'which', 52]
['2020-02-09', 'coronavirus', 416]
['2020-02-09', 'that', 210]
['2020-02-09', 'days', 32]
['2020-02-09', 'they', 75]
['2020-02-09', 'china', 271]
['2020-02-09', 'death', 100]
['2020-02-09', 'outbreak', 166]
['2020-02-09', 'number', 108]
['2020-02-09', 'epidemic', 56]
['2020-02-09', 'authorities', 35]
['2020-02-09', 'people', 172]
['2020-02-09', 'after', 111]
['2020-02-09', 'year', 42]
['2020-02-09', 'last', 36]
['2020-02-09', 'week', 19]
['2020-02-09', 'said', 221]
['2020-02-09', 'news', 51]
['2020-02-09', 'confirmed', 108]
['2020-02-09', 'cases', 150]
['2020-02-09', 'global', 46]
['2020-02-09', 'this', 71]
['2020-02-09', 'while', 40]
['2020-02-09', 'government', 41]
['2020-02-09', 'some', 23]
['2020-02-09', 'have', 219]
['2020-02-09', 'according', 42]
['2020-02-09', 'being', 55]
['2020-02-09', 'hospital', 54]
['2020-02-09', 'first', 37]
['2020-02-09', 'case', 31]
['2020-02-09', 'were', 106]
['2020-02-09', 'there', 51]
['2020-02-09', 'reported', 68]
['2020-02-09', 'when', 14]
['2020-02-09', 'control', 22]
['2020-02-09', 'virus', 149]
['2020-02-09', 'spread', 65]
['2020-02-09', 'since', 25]
['2020-02-09', 'more', 129]
['2020-02-09', 'than', 95]
['2020-02-09', '\nthe', 171]
['2020-02-09', 'world', 42]
['2020-02-09', 'health', 125]
['2020-02-09', 'international', 9]
['2020-02-09', 'will', 79]
['2020-02-09', 'would', 38]
['2020-02-09', 'disease', 26]
['2020-02-09', 'told', 26]
['2020-02-09', 'deaths', 70]
['2020-02-09', 'severe', 20]
['2020-02-09', 'been', 165]
['2020-02-09', 'over', 57]
['2020-02-09', 'measures', 17]
['2020-02-09', 'also', 59]
['2020-02-09', 'tested', 40]
['2020-02-09', 'reuters', 31]
['2020-02-09', 'infected', 59]
['2020-02-09', 'many', 13]
['2020-02-09', 'about', 43]
['2020-02-09', 'united', 15]
['2020-02-09', 'states', 15]
['2020-02-09', 'minister', 23]
['2020-02-09', 'city', 43]
['2020-02-09', 'home', 20]
['2020-02-09', 'travel', 24]
['2020-02-09', 'where', 47]
['2020-02-09', 'wuhan', 98]
['2020-02-09', 'february', 66]
['2020-02-09', 'deadly', 29]
['2020-02-09', 'could', 28]
['2020-02-09', 'into', 30]
['2020-02-09', 'around', 29]
['2020-02-09', 'chinese', 108]
['2020-02-09', 'under', 26]
['2020-02-09', 'officials', 40]
['2020-02-09', '2020', 76]
['2020-02-09', 'other', 44]
['2020-02-09', 'positive', 33]
['2020-02-09', 'country', 33]
['2020-02-09', 'novel', 64]
['2020-02-09', 'ministry', 27]
['2020-02-09', 'died', 54]
['2020-02-09', 'public', 27]
['2020-02-09', 'patients', 26]
['2020-02-09', 'countries', 33]
['2020-02-09', 'person', 16]
['2020-02-09', 'including', 52]
['2020-02-09', 'your', 16]
['2020-02-09', 'state', 19]
['2020-02-09', 'take', 5]
['2020-02-09', 'markets', 8]
['2020-02-09', 'three', 25]
['2020-02-09', 'central', 15]
['2020-02-09', 'time', 16]
['2020-02-09', 'symptoms', 15]
['2020-02-09', 'what', 5]
['2020-02-10', '2020', 5]
['2020-02-10', 'global', 4]
['2020-02-10', 'coronavirus', 27]
['2020-02-10', 'since', 2]
['2020-02-10', 'deadly', 3]
['2020-02-10', 'outbreak', 10]
['2020-02-10', 'wuhan', 7]
['2020-02-10', 'central', 2]
['2020-02-10', 'china', 15]
['2020-02-10', 'chinese', 5]
['2020-02-10', 'that', 14]
['2020-02-10', 'have', 11]
['2020-02-10', 'country', 2]
['2020-02-10', 'including', 2]
['2020-02-10', 'after', 10]
['2020-02-10', 'were', 3]
['2020-02-10', 'with', 10]
['2020-02-10', 'health', 7]
['2020-02-10', 'officials', 2]
['2020-02-10', 'patients', 2]
['2020-02-10', 'days', 3]
['2020-02-10', 'world', 2]
['2020-02-10', 'symptoms', 2]
['2020-02-10', 'three', 3]
['2020-02-10', 'from', 7]
['2020-02-10', 'news', 3]
['2020-02-10', 'february', 3]
['2020-02-10', 'ministry', 3]
['2020-02-10', 'this', 3]
['2020-02-10', 'spread', 3]
['2020-02-10', 'some', 3]
['2020-02-10', 'under', 5]
['2020-02-10', 'measures', 3]
['2020-02-10', 'virus', 8]
['2020-02-10', 'been', 11]
['2020-02-10', 'more', 7]
['2020-02-10', 'confirmed', 4]
['2020-02-10', 'cases', 7]
['2020-02-10', 'control', 2]
['2020-02-10', 'first', 3]
['2020-02-10', 'number', 2]
['2020-02-10', 'other', 3]
['2020-02-10', 'international', 2]
['2020-02-10', 'novel', 2]
['2020-02-10', 'said', 9]
['2020-02-10', 'about', 3]
['2020-02-10', 'markets', 2]
['2020-02-10', 'over', 2]
['2020-02-10', 'while', 3]
['2020-02-10', 'also', 2]
['2020-02-10', 'week', 2]
['2020-02-10', '\nthe', 4]
['2020-02-10', 'travel', 2]
['2020-02-10', 'death', 3]
['2020-02-10', 'than', 4]
['2020-02-10', 'being', 2]
['2020-02-10', 'government', 3]
['2020-02-10', 'will', 2]
['2020-02-10', 'their', 2]
['2020-02-10', 'medical', 2]
['2020-02-10', 'home', 2]
['2020-02-10', 'reported', 7]
['2020-02-10', 'year', 2]
['2020-02-10', 'state', 2]
['2020-02-11', 'health', 3]
['2020-02-11', 'that', 8]
['2020-02-11', 'outbreak', 11]
['2020-02-11', 'deadly', 2]
['2020-02-11', 'coronavirus', 17]
['2020-02-11', 'wuhan', 6]
['2020-02-11', 'will', 3]
['2020-02-11', 'medical', 3]
['2020-02-11', 'people', 4]
['2020-02-11', 'were', 3]
['2020-02-11', 'china', 16]
['2020-02-11', 'which', 3]
['2020-02-11', 'first', 2]
['2020-02-11', 'spread', 3]
['2020-02-11', 'virus', 4]
['2020-02-11', 'also', 3]
['2020-02-11', 'global', 2]
['2020-02-11', 'said', 2]
['2020-02-11', 'after', 3]
['2020-02-11', 'february', 3]
['2020-02-11', 'public', 3]
['2020-02-11', 'with', 4]
['2020-02-11', 'around', 2]
['2020-02-11', 'authorities', 5]
['2020-02-11', '\nthe', 3]
['2020-02-11', 'last', 2]
['2020-02-11', 'state', 2]
['2020-02-11', 'news', 2]
['2020-02-11', 'reported', 3]
['2020-02-11', 'their', 3]
['2020-02-11', 'over', 3]
['2020-02-11', 'countries', 3]
['2020-02-11', 'world', 2]
['2020-02-11', 'from', 2]
['2020-02-11', 'have', 3]
['2020-02-11', 'been', 4]
['2020-02-11', 'chinese', 8]
['2020-02-11', 'international', 2]
['2020-02-11', 'about', 2]
['2020-02-11', 'this', 2]
['2020-02-11', 'markets', 4]
['2020-02-11', 'including', 2]
['2020-02-11', '2020', 2]
['2020-02-11', 'severe', 2]
['2020-02-12', 'their', 2]
['2020-02-12', 'coronavirus', 13]
['2020-02-12', 'outbreak', 8]
['2020-02-12', 'about', 2]
['2020-02-12', 'spread', 2]
['2020-02-12', 'with', 3]
['2020-02-12', 'that', 8]
['2020-02-12', 'will', 4]
['2020-02-12', 'which', 3]
['2020-02-12', 'china', 8]
['2020-02-12', 'wuhan', 6]
['2020-02-12', 'including', 3]
['2020-02-12', 'novel', 6]
['2020-02-12', 'world', 2]
['2020-02-12', 'health', 2]
['2020-02-12', 'according', 3]
['2020-02-12', 'have', 2]
['2020-02-12', 'global', 2]
['2020-02-12', 'people', 2]
['2020-02-12', 'virus', 4]
['2020-02-12', 'city', 2]
['2020-02-12', 'from', 2]
['2020-02-12', 'time', 2]
['2020-02-12', 'first', 2]
['2020-02-12', 'markets', 2]
['2020-02-12', 'medical', 3]
['2020-02-13', 'news', 3]
['2020-02-13', 'number', 3]
['2020-02-13', 'coronavirus', 15]
['2020-02-13', 'with', 8]
['2020-02-13', 'china', 16]
['2020-02-13', 'outbreak', 7]
['2020-02-13', 'there', 2]
['2020-02-13', 'confirmed', 3]
['2020-02-13', 'cases', 11]
['2020-02-13', 'case', 2]
['2020-02-13', 'health', 9]
['2020-02-13', 'officials', 3]
['2020-02-13', 'virus', 10]
['2020-02-13', 'could', 2]
['2020-02-13', 'home', 2]
['2020-02-13', 'from', 23]
['2020-02-13', 'according', 2]
['2020-02-13', 'they', 3]
['2020-02-13', 'have', 7]
['2020-02-13', 'their', 5]
['2020-02-13', 'about', 9]
['2020-02-13', 'death', 2]
['2020-02-13', 'after', 9]
['2020-02-13', 'authorities', 5]
['2020-02-13', 'epidemic', 4]
['2020-02-13', 'than', 7]
['2020-02-13', 'reported', 4]
['2020-02-13', 'people', 13]
['2020-02-13', 'under', 3]
['2020-02-13', 'were', 9]
['2020-02-13', 'international', 3]
['2020-02-13', 'that', 10]
['2020-02-13', 'more', 8]
['2020-02-13', 'infected', 4]
['2020-02-13', 'first', 2]
['2020-02-13', 'wuhan', 2]
['2020-02-13', 'last', 3]
['2020-02-13', 'year', 3]
['2020-02-13', '\nthe', 11]
['2020-02-13', 'chinese', 7]
['2020-02-13', 'ministry', 6]
['2020-02-13', 'also', 3]
['2020-02-13', 'said', 17]
['2020-02-13', 'which', 3]
['2020-02-13', 'tested', 4]
['2020-02-13', 'positive', 4]
['2020-02-13', 'minister', 3]
['2020-02-13', 'would', 3]
['2020-02-13', 'been', 6]
['2020-02-13', 'where', 2]
['2020-02-13', '2020', 2]
['2020-02-13', 'spread', 5]
['2020-02-13', 'disease', 3]
['2020-02-13', 'will', 4]
['2020-02-13', 'when', 2]
['2020-02-13', 'world', 3]
['2020-02-13', 'country', 5]
['2020-02-13', 'this', 3]
['2020-02-13', 'government', 2]
['2020-02-13', 'over', 6]
['2020-02-13', 'reuters', 5]
['2020-02-13', 'city', 2]
['2020-02-13', 'told', 4]
['2020-02-13', 'deadly', 3]
['2020-02-13', 'since', 2]
['2020-02-13', 'central', 3]
['2020-02-13', 'around', 2]
['2020-02-13', 'some', 3]
['2020-02-13', 'countries', 2]
['2020-02-13', 'days', 2]
['2020-02-13', 'into', 2]
['2020-02-13', 'while', 3]
['2020-02-13', 'state', 3]
['2020-02-14', 'february', 6]
['2020-02-14', '2020', 6]
['2020-02-14', 'coronavirus', 20]
['2020-02-14', 'deaths', 5]
['2020-02-14', 'reuters', 9]
['2020-02-14', 'number', 3]
['2020-02-14', 'from', 15]
['2020-02-14', 'outbreak', 10]
['2020-02-14', 'health', 4]
['2020-02-14', 'said', 7]
['2020-02-14', 'cases', 4]
['2020-02-14', 'been', 8]
['2020-02-14', 'which', 3]
['2020-02-14', 'your', 3]
['2020-02-14', 'united', 2]
['2020-02-14', 'states', 2]
['2020-02-14', 'china', 11]
['2020-02-14', 'including', 2]
['2020-02-14', '\nthe', 5]
['2020-02-14', 'country', 2]
['2020-02-14', 'have', 9]
['2020-02-14', 'that', 8]
['2020-02-14', 'world', 3]
['2020-02-14', 'with', 5]
['2020-02-14', 'will', 8]
['2020-02-14', 'this', 3]
['2020-02-14', 'what', 2]
['2020-02-14', 'virus', 7]
['2020-02-14', 'authorities', 4]
['2020-02-14', 'they', 6]
['2020-02-14', 'more', 3]
['2020-02-14', 'chinese', 9]
['2020-02-14', 'hospital', 2]
['2020-02-14', 'after', 3]
['2020-02-14', 'were', 5]
['2020-02-14', 'government', 4]
['2020-02-14', 'wuhan', 3]
['2020-02-14', 'first', 2]
['2020-02-14', 'where', 2]
['2020-02-14', 'days', 4]
['2020-02-14', 'home', 4]
['2020-02-14', 'epidemic', 4]
['2020-02-14', 'officials', 3]
['2020-02-14', 'people', 3]
['2020-02-14', 'there', 3]
['2020-02-14', 'year', 2]
['2020-02-14', 'spread', 2]
['2020-02-14', 'three', 2]
['2020-02-14', 'week', 2]
['2020-02-14', 'into', 2]
['2020-02-14', 'their', 2]
['2020-02-14', 'infected', 2]
['2020-02-14', 'than', 2]
['2020-02-14', 'told', 2]
['2020-02-15', 'could', 4]
['2020-02-15', 'been', 7]
['2020-02-15', 'person', 2]
['2020-02-15', 'confirmed', 4]
['2020-02-15', 'have', 4]
['2020-02-15', 'virus', 8]
['2020-02-15', 'outbreak', 6]
['2020-02-15', 'first', 3]
['2020-02-15', 'about', 2]
['2020-02-15', 'spread', 4]
['2020-02-15', 'disease', 2]
['2020-02-15', 'that', 3]
['2020-02-15', 'with', 5]
['2020-02-15', 'what', 2]
['2020-02-15', 'some', 2]
['2020-02-15', 'china', 5]
['2020-02-15', 'coronavirus', 3]
['2020-02-15', 'death', 2]
['2020-02-15', 'reported', 2]
['2020-02-15', 'says', 5]
['2020-02-15', 'from', 4]
['2020-02-15', 'than', 2]
['2020-02-15', 'cases', 2]
['2020-02-15', 'were', 2]
['2020-02-15', 'health', 4]
['2020-02-15', 'this', 2]
['2020-02-15', 'markets', 2]
['2020-02-15', 'chinese', 3]
['2020-02-15', 'world', 2]
['2020-02-15', 'other', 2]
['2020-02-15', 'over', 2]
['2020-02-15', 'more', 3]
['2020-02-16', 'coronavirus', 4]
['2020-02-16', 'more', 5]
['2020-02-16', 'chinese', 4]
['2020-02-16', 'measures', 4]
['2020-02-16', 'into', 2]
['2020-02-16', 'their', 3]
['2020-02-16', 'have', 3]
['2020-02-16', 'that', 2]
['2020-02-16', 'control', 2]
['2020-02-16', 'virus', 14]
['2020-02-16', 'which', 4]
['2020-02-16', 'where', 3]
['2020-02-16', 'wuhan', 4]
['2020-02-16', 'china', 5]
['2020-02-16', 'outbreak', 4]
['2020-02-16', 'been', 2]
['2020-02-16', '\nthe', 2]
['2020-02-16', 'world', 2]
['2020-02-16', 'epidemic', 2]
['2020-02-16', 'country', 2]
['2020-02-16', 'died', 2]
['2020-02-16', 'officials', 2]
['2020-02-16', 'first', 2]
['2020-02-16', 'about', 2]
['2020-02-16', 'from', 3]
['2020-02-16', 'than', 2]
['2020-02-16', 'people', 3]
['2020-02-16', 'with', 3]
['2020-02-16', 'what', 2]
['2020-02-17', '2020', 300]
['2020-02-17', 'tested', 150]
['2020-02-17', 'positive', 166]
['2020-02-17', 'novel', 116]
['2020-02-17', 'coronavirus', 1184]
['2020-02-17', 'this', 343]
['2020-02-17', 'year', 96]
['2020-02-17', 'have', 782]
['2020-02-17', 'were', 410]
['2020-02-17', 'from', 822]
['2020-02-17', 'home', 121]
['2020-02-17', 'last', 129]
['2020-02-17', 'according', 98]
['2020-02-17', 'public', 125]
['2020-02-17', 'health', 395]
['2020-02-17', 'officials', 139]
['2020-02-17', 'state', 69]
['2020-02-17', 'news', 145]
['2020-02-17', 'that', 793]
['2020-02-17', 'patients', 84]
['2020-02-17', 'spread', 133]
['2020-02-17', 'virus', 410]
['2020-02-17', 'what', 67]
['2020-02-17', 'about', 210]
['2020-02-17', 'after', 287]
['2020-02-17', 'with', 666]
['2020-02-17', 'disease', 120]
['2020-02-17', 'control', 50]
['2020-02-17', 'their', 242]
['2020-02-17', 'including', 108]
['2020-02-17', 'said', 737]
['2020-02-17', 'february', 211]
['2020-02-17', 'time', 91]
['2020-02-17', 'global', 120]
['2020-02-17', 'which', 273]
['2020-02-17', '\nthe', 465]
['2020-02-17', 'would', 124]
['2020-02-17', 'week', 111]
['2020-02-17', 'over', 147]
['2020-02-17', 'government', 122]
['2020-02-17', 'will', 412]
['2020-02-17', 'told', 70]
['2020-02-17', 'world', 177]
['2020-02-17', 'could', 128]
['2020-02-17', 'number', 150]
['2020-02-17', 'cases', 333]
['2020-02-17', 'deaths', 74]
['2020-02-17', 'under', 69]
['2020-02-17', 'into', 55]
['2020-02-17', 'around', 104]
['2020-02-17', 'outbreak', 438]
['2020-02-17', 'china', 740]
['2020-02-17', 'also', 199]
['2020-02-17', 'reported', 180]
['2020-02-17', 'wuhan', 181]
['2020-02-17', 'deadly', 65]
['2020-02-17', 'other', 171]
['2020-02-17', 'while', 95]
['2020-02-17', 'says', 84]
['2020-02-17', 'minister', 58]
['2020-02-17', 'there', 153]
['2020-02-17', 'medical', 80]
['2020-02-17', 'being', 125]
['2020-02-17', 'been', 476]
['2020-02-17', 'person', 20]
['2020-02-17', 'death', 99]
['2020-02-17', 'many', 71]
['2020-02-17', 'where', 117]
['2020-02-17', 'more', 360]
['2020-02-17', 'than', 309]
['2020-02-17', 'they', 244]
['2020-02-17', 'your', 90]
['2020-02-17', 'chinese', 237]
['2020-02-17', 'epidemic', 105]
['2020-02-17', 'some', 100]
['2020-02-17', 'since', 115]
['2020-02-17', 'people', 414]
['2020-02-17', 'international', 49]
['2020-02-17', 'take', 77]
['2020-02-17', 'hospital', 105]
['2020-02-17', 'case', 75]
['2020-02-17', 'country', 117]
['2020-02-17', 'died', 62]
['2020-02-17', 'confirmed', 143]
['2020-02-17', 'first', 165]
['2020-02-17', 'three', 54]
['2020-02-17', 'days', 105]
['2020-02-17', 'central', 75]
['2020-02-17', 'city', 90]
['2020-02-17', 'united', 53]
['2020-02-17', 'states', 57]
['2020-02-17', 'countries', 67]
['2020-02-17', 'infected', 173]
['2020-02-17', 'measures', 65]
['2020-02-17', 'authorities', 88]
['2020-02-17', 'reuters', 78]
['2020-02-17', 'ministry', 49]
['2020-02-17', 'when', 94]
['2020-02-17', 'symptoms', 67]
['2020-02-17', 'markets', 43]
['2020-02-17', 'severe', 26]
['2020-02-17', 'travel', 71]
['2020-02-18', '2020', 218]
['2020-02-18', 'confirmed', 166]
['2020-02-18', 'cases', 398]
['2020-02-18', 'coronavirus', 1435]
['2020-02-18', 'first', 191]
['2020-02-18', 'wuhan', 223]
['2020-02-18', 'china', 917]
['2020-02-18', 'deaths', 96]
['2020-02-18', 'according', 110]
['2020-02-18', 'from', 889]
['2020-02-18', 'world', 187]
['2020-02-18', 'health', 371]
['2020-02-18', 'told', 100]
['2020-02-18', 'that', 917]
['2020-02-18', 'novel', 126]
['2020-02-18', 'disease', 186]
['2020-02-18', 'february', 220]
['2020-02-18', 'ministry', 31]
['2020-02-18', 'government', 130]
['2020-02-18', 'spread', 172]
['2020-02-18', 'other', 158]
['2020-02-18', '\nthe', 531]
['2020-02-18', 'said', 851]
['2020-02-18', 'some', 143]
['2020-02-18', 'chinese', 365]
['2020-02-18', 'also', 238]
['2020-02-18', 'since', 123]
['2020-02-18', 'outbreak', 623]
['2020-02-18', 'which', 302]
['2020-02-18', 'city', 93]
['2020-02-18', 'than', 349]
['2020-02-18', 'people', 386]
['2020-02-18', 'have', 818]
['2020-02-18', 'been', 499]
['2020-02-18', 'with', 674]
['2020-02-18', 'virus', 463]
['2020-02-18', 'being', 160]
['2020-02-18', 'reported', 185]
['2020-02-18', 'says', 94]
['2020-02-18', 'they', 245]
['2020-02-18', 'including', 107]
['2020-02-18', 'their', 266]
['2020-02-18', 'will', 511]
['2020-02-18', 'number', 173]
['2020-02-18', 'while', 176]
['2020-02-18', 'would', 165]
['2020-02-18', 'countries', 90]
['2020-02-18', 'authorities', 78]
['2020-02-18', 'over', 181]
['2020-02-18', 'take', 76]
['2020-02-18', 'news', 114]
['2020-02-18', 'death', 132]
['2020-02-18', 'deadly', 71]
['2020-02-18', 'there', 169]
['2020-02-18', 'global', 174]
['2020-02-18', 'last', 160]
['2020-02-18', 'about', 254]
['2020-02-18', 'were', 361]
['2020-02-18', 'what', 56]
['2020-02-18', 'year', 163]
['2020-02-18', 'more', 455]
['2020-02-18', 'medical', 126]
['2020-02-18', 'died', 118]
['2020-02-18', 'measures', 55]
['2020-02-18', 'days', 79]
['2020-02-18', 'after', 317]
['2020-02-18', 'into', 97]
['2020-02-18', 'under', 66]
['2020-02-18', 'hospital', 221]
['2020-02-18', 'markets', 80]
['2020-02-18', 'epidemic', 131]
['2020-02-18', 'positive', 121]
['2020-02-18', 'could', 172]
['2020-02-18', 'infected', 177]
['2020-02-18', 'public', 87]
['2020-02-18', 'officials', 107]
['2020-02-18', 'this', 385]
['2020-02-18', 'central', 70]
['2020-02-18', 'control', 68]
['2020-02-18', 'minister', 71]
['2020-02-18', 'state', 86]
['2020-02-18', 'reuters', 78]
['2020-02-18', 'where', 95]
['2020-02-18', 'patients', 113]
['2020-02-18', 'week', 112]
['2020-02-18', 'your', 94]
['2020-02-18', 'time', 112]
['2020-02-18', 'when', 105]
['2020-02-18', 'many', 115]
['2020-02-18', 'around', 111]
['2020-02-18', 'case', 73]
['2020-02-18', 'symptoms', 43]
['2020-02-18', 'country', 124]
['2020-02-18', 'three', 71]
['2020-02-18', 'travel', 125]
['2020-02-18', 'home', 83]
['2020-02-18', 'tested', 128]
['2020-02-18', 'united', 40]
['2020-02-18', 'international', 58]
['2020-02-18', 'severe', 29]
['2020-02-18', 'states', 38]
['2020-02-18', 'person', 29]
['2020-02-19', 'deadly', 49]
['2020-02-19', 'coronavirus', 990]
['2020-02-19', 'outbreak', 345]
['2020-02-19', 'that', 661]
['2020-02-19', 'china', 540]
['2020-02-19', 'into', 44]
['2020-02-19', '\nthe', 325]
['2020-02-19', 'said', 556]
['2020-02-19', 'would', 90]
['2020-02-19', 'three', 45]
['2020-02-19', 'with', 489]
['2020-02-19', 'novel', 96]
['2020-02-19', 'infected', 104]
['2020-02-19', 'more', 287]
['2020-02-19', 'than', 209]
['2020-02-19', 'people', 301]
['2020-02-19', 'since', 86]
['2020-02-19', 'over', 128]
['2020-02-19', 'from', 589]
['2020-02-19', 'central', 43]
['2020-02-19', 'spread', 107]
['2020-02-19', 'countries', 71]
['2020-02-19', 'there', 90]
['2020-02-19', 'which', 160]
['2020-02-19', 'your', 53]
['2020-02-19', 'chinese', 218]
['2020-02-19', 'could', 114]
['2020-02-19', 'have', 560]
['2020-02-19', 'this', 270]
['2020-02-19', 'days', 73]
['2020-02-19', 'their', 199]
['2020-02-19', 'cases', 346]
['2020-02-19', 'disease', 131]
['2020-02-19', 'after', 253]
['2020-02-19', 'number', 122]
['2020-02-19', '2020', 170]
['2020-02-19', 'year', 91]
['2020-02-19', 'also', 167]
['2020-02-19', 'health', 258]
['2020-02-19', 'global', 149]
['2020-02-19', 'they', 179]
['2020-02-19', 'were', 288]
['2020-02-19', 'take', 60]
['2020-02-19', 'will', 264]
['2020-02-19', 'officials', 71]
['2020-02-19', 'been', 365]
['2020-02-19', 'where', 57]
['2020-02-19', 'about', 120]
['2020-02-19', 'some', 113]
['2020-02-19', 'markets', 36]
['2020-02-19', 'time', 75]
['2020-02-19', 'last', 75]
['2020-02-19', 'tested', 107]
['2020-02-19', 'positive', 104]
['2020-02-19', 'virus', 295]
['2020-02-19', 'told', 55]
['2020-02-19', 'being', 105]
['2020-02-19', 'including', 62]
['2020-02-19', 'epidemic', 81]
['2020-02-19', 'travel', 88]
['2020-02-19', 'first', 154]
['2020-02-19', 'person', 17]
['2020-02-19', 'while', 91]
['2020-02-19', 'other', 110]
['2020-02-19', 'city', 107]
['2020-02-19', 'wuhan', 122]
['2020-02-19', 'reported', 130]
['2020-02-19', 'government', 94]
['2020-02-19', 'country', 81]
['2020-02-19', 'what', 31]
['2020-02-19', 'week', 66]
['2020-02-19', 'case', 60]
['2020-02-19', 'home', 76]
['2020-02-19', 'february', 119]
['2020-02-19', 'ministry', 77]
['2020-02-19', 'symptoms', 45]
['2020-02-19', 'reuters', 40]
['2020-02-19', 'around', 63]
['2020-02-19', 'world', 93]
['2020-02-19', 'according', 84]
['2020-02-19', 'united', 29]
